phylum	class	order	family	genus	species	strain
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007384(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007390(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007394(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007395(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST015884(HKI); BI 04822
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003242(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003243(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003251(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003252(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003260(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003266(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003270(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003271(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003277(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003283(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003284(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003290(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003291(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003300(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003301(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003309(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013611(HKI); BI 02421
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013613(HKI); BI 02423
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013652(HKI); BI 02462
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013653(HKI); BI 02463
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013694(HKI); BI 02505
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013695(HKI); BI 02506
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013743(HKI); BI 02554
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013744(HKI); BI 02555
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013773(HKI); BI 02584
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013774(HKI); BI 02585
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST017902(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST017912(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST017920(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST018026(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST018037(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST018042(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST018120(HKI); ST 18120; BI 08137
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST018121(HKI); BI 08138
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST018167(HKI); BI 08157
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST018199(HKI); BI 08189
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST018216(HKI); BI 08206
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST018217(HKI); BI 08207
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST018243(HKI); BI 08233
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST018260(HKI); BI 08250
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004050(HKI); BI 07095
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004051(HKI); BI 07096
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004079(HKI); BI 07125
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004095(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004110(HKI); BI 07274
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004131(HKI); BI 07399
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004132(HKI); BI 07400
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004167(HKI); BI 07430
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004184(HKI); BI 07540
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004199(HKI); BI 07554
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004200(HKI); BI 07555
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004240(HKI); BI 07629
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004257(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004281(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004282(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004314(HKI); BI 06039
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST004315(HKI); BI 06040
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009338(HKI); BI 06835
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009339(HKI); BI 06836
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009470(HKI); BI 06788
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009471(HKI); BI 06789
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009514(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009515(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009535(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009549(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009550(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009564(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009565(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009578(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009588(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009592(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009593(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009599(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009600(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009605(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009606(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009610(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009611(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009616(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009617(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009629(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009630(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009635(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009636(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009640(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009641(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013800(HKI); BI 02610
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013818(HKI); BI 02628
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013844(HKI); BI 02654
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013846(HKI); BI 02656
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	STH00076(ZIMET); HKI0076
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	STH00095(ZIMET); ST 00975; HKI0095
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST023322(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST025082(HKI); 570/21
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST025113(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST025114(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST025118(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST025120(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST025223(HKI); 640/60
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST025227(HKI); 692RV; HofmannHalleRV
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST025228(HKI); 692Isol.12.; HofmannHalle12
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST025265(HKI); 689/47
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007572(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007573(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007576(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007577(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007580(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007582(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007586(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007587(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007591(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007592(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007595(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007596(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007599(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST005453(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST005454(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007600(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007603(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007604(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007605(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007606(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007609(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007610(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007614(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007615(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007618(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007619(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007622(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007623(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007626(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007627(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007630(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST007631(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST005457(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST005458(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003226(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003244(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003245(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003249(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003250(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003255(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003256(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003261(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003262(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003267(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003268(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003273(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003274(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003279(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003280(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003286(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003287(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003292(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003293(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003298(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003302(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003303(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003307(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003308(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003310(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003314(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003315(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003321(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003322(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003327(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003331(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003332(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003337(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003338(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003342(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003343(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003349(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003350(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003354(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003355(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST003361(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027631(HKI); GT20044106
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027632(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027672(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027684(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027699(HKI); GT20021502
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027700(HKI); HKI0576; GT20021503
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027735(HKI); GT20021522
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027736(HKI); GT20021523
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027775(HKI); GT20021569
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027776(HKI); GT20021561
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027814(HKI); GT20021586
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027815(HKI); GT20021608
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST027855(HKI); GT20021579
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST028349(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST033441(HKI); Caspar013
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST033446(HKI); AM33313
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013001(HKI); BI 01807
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013086(HKI); BI 01894
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST009018(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST013612(HKI); BI 02422
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST033425(HKI); 1125
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST026410(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST026476(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST026442(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST024310(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST024317(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST029285(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST024313(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST024308(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST024361(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST029284(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST024315(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST029289(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST024266(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST024267(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST024393(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST029290(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST029294(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST029295(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST029299(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST029300(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST029303(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST029292(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST010570(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST010540(HKI); ST 10540
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST010795(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST010776(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011504(HKI); BI 07939
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011505(HKI); BI 07940
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011508(HKI); BI 07943
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011509(HKI); BI 07944
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011513(HKI); BI 07948
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011514(HKI); BI 07949
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011484(HKI); BI 07869
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011485(HKI); BI 07870
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011488(HKI); BI 07873
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011489(HKI); BI 07874
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011493(HKI); BI 07928
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011494(HKI); BI 07929
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011499(HKI); BI 07934
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011500(HKI); BI 07935
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST030649(HKI)
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011941(HKI); BI 08018
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST011940(HKI); BI 08017
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST017226(HKI); BI 09716
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST020107(HKI); BI 09685
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST017255(HKI); BI 09722
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST017270(HKI); BI 09728
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST017362(HKI); BI 09673
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST017346(HKI); BI 09668
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST017307(HKI); BI 09657
Actinobacteria	Actinobacteria		Streptomycetaceae	Streptomyces	Streptomyces sp.	ST017310(HKI); BI 09658
