phylum	class	order	family	genus	species	strain
Firmicutes	Bacilli		Lactobacillaceae	Lactobacillus	Lactobacillus arizonensis	STI07571(IMET); 55003; IMET7571
Firmicutes	Bacilli		Lactobacillaceae	Lactobacillus	Lactobacillus brevis	STI07685(IMET); DFA-5
Firmicutes	Bacilli		Lactobacillaceae	Lactobacillus	Lactobacillus brevis	STI07686(IMET); NRRLB-16224; IFO14296; IMET7686
Firmicutes	Bacilli		Lactobacillaceae	Lactobacillus	Lactobacillus brevis	STI07687(IMET); DFA-19; HMGBB1078; GT19952039
Firmicutes	Bacilli		Lactobacillaceae	Lactobacillus	Lactobacillus brevis	STI07688(IMET); DFA-27
Firmicutes	Bacilli		Lactobacillaceae	Lactobacillus	Lactobacillus farciminis	STI09720(IMET); Agre8
Firmicutes	Bacilli		Lactobacillaceae	Lactobacillus	Lactobacillus farciminis	STI09721(IMET); Agre17
Firmicutes	Bacilli		Lactobacillaceae	Lactobacillus	Lactobacillus farciminis	STI09722(IMET); Agre640
Firmicutes	Bacilli		Lactobacillaceae	Lactobacillus	Lactobacillus heterohiochii	STI09718(IMET); Agre801
Firmicutes	Bacilli		Lactobacillaceae	Lactobacillus	Lactobacillus heterohiochii	STI09719(IMET); Agre577
Firmicutes	Bacilli		Lactobacillaceae	Lactobacillus	Lactobacillus heterohiochii	STI09717(IMET); AgreB-1
Firmicutes	Bacilli		Streptococcaceae	Lactococcus	Lactobacillus xylosus	STI07582(IMET); 1136-53
Firmicutes	Bacilli		Streptococcaceae	Lactococcus	Lactobacillus xylosus	STI07652(IMET); IMET07690; MER6468
Firmicutes	Bacilli		Streptococcaceae	Lactococcus	Lactobacillus xylosus	STI07667(IMET); M18
Firmicutes	Bacilli		Streptococcaceae	Lactococcus	Lactobacillus xylosus	STI07670(IMET); RS/20
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07803(IMET); IMET7803; 723-120
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07804(IMET); 724-26
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07805(IMET); 724-1
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07809(IMET); 691-5
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07818(IMET); 543-027; IMET7818
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07819(IMET); 934-010; IMET7819
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07823(IMET); 895-53
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07824(IMET); 710-016; IMET7824
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07829(IMET); 939-5
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07833(IMET); 1196-069
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07834(IMET); 1196-050
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07836(IMET); 1196-049
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07802(IMET); 723-111; IMET7802
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07806(IMET)
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07808(IMET); 652-78
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07812(IMET); 788-116; IMET7812
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07813(IMET); 783-043; IMET7813
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07820(IMET); 895-044; IMET7820
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07821(IMET); 895-49
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07825(IMET); 749-242
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07826(IMET); 789-139
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07832(IMET); 652-67
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07837(IMET); 1196-067
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07838(IMET); 1196-665
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07814(IMET); 889-084; IMET7814
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07811(IMET); 691-28
Proteobacteria	Gammaproteobacteria		Morganellaceae	Morganella	Morganella morganii subsp. morganii	STI07817(IMET); 543-49
Proteobacteria	Gammaproteobacteria		Nevskiaceae	Nevskia	Nevskia sp.	STI07828(IMET); 938-030; IMET7828
Proteobacteria	Gammaproteobacteria		Nevskiaceae	Nevskia	Nevskia sp.	STI07844(IMET); IMET07842; IMET7842; NRRLB-16231; AS4.1067; IMET7844
Proteobacteria	Gammaproteobacteria		Nevskiaceae	Nevskia	Nevskia sp.	STI07831(IMET); 939-028; IMET7831
Proteobacteria	Gammaproteobacteria		Nevskiaceae	Nevskia	Nevskia sp.	STI07846(IMET); IMET07843; KCC A-0335; KCC A-0271; NRRLB-16233; IFO14398; JCM3335; AS4.1069; IMET07845; IFO14033; IMET7846; IMET7843
Proteobacteria	Gammaproteobacteria		Nevskiaceae	Nevskia	Nevskia sp.	STI07830(IMET); IFO14491; 939-009
Proteobacteria	Gammaproteobacteria		Yersiniaceae	Serratia	Serratia marcescens subsp. marcescens	STI08016(IMET); IMET8016
Proteobacteria	Betaproteobacteria		Methylophilaceae	Methylobacillus	Methylobacillus glycogenes	STI08211(IMET); NRRL2985; IMET8211
				Methanomonas	Methanomonas sp.	STI08214(IMET)
Proteobacteria	Betaproteobacteria		Methylophilaceae	Methylophilus	Methylophilus methylotrophus	
Proteobacteria	Gammaproteobacteria		Enterobacteriaceae	Citrobacter	Citrobacter freundii	STI08304(IMET); INA166; IMET8304
Proteobacteria	Gammaproteobacteria		Enterobacteriaceae	Citrobacter	Citrobacter diversus	STI09062(IMET); 1110-005
Proteobacteria	Gammaproteobacteria		Enterobacteriaceae	Citrobacter	Citrobacter diversus	STI09067(IMET); 1110-017
Firmicutes	Bacilli		Lactobacillaceae	Pediococcus	Pediococcus sp.	STI09015(IMET); RIA768 (RIA?)
Firmicutes	Bacilli		Lactobacillaceae	Pediococcus	Pediococcus lolii	STI09053(IMET); 1028-003
Firmicutes	Bacilli		Lactobacillaceae	Pediococcus	Pediococcus lolii	STI09054(IMET); 1028-004
Firmicutes	Bacilli		Lactobacillaceae	Pediococcus	Pediococcus lolii	STI09055(IMET); 1028-005
Firmicutes	Bacilli		Lactobacillaceae	Pediococcus	Pediococcus lolii	STI09057(IMET); 1029-025
Tenericutes	Mollicutes		Acholeplasmataceae	Acholeplasma	Acholeplasma laidlawii	STI09051(IMET); 996-003
Tenericutes	Mollicutes		Acholeplasmataceae	Acholeplasma	Acholeplasma laidlawii	STI09052(IMET); 996-007
Tenericutes	Mollicutes		Acholeplasmataceae	Acholeplasma	Acholeplasma laidlawii	STI09085(IMET); 1032-007
Tenericutes	Mollicutes		Acholeplasmataceae	Acholeplasma	Acholeplasma laidlawii	STI09263(IMET); JCM3186; IMET9263; IFO13912; SS/37; KCCA-0186
Proteobacteria	Alphaproteobacteria		Acetobacteraceae	Acidomonas	Acetobacter methanolicus	STI09058(IMET); 1031-003
Proteobacteria	Alphaproteobacteria		Acetobacteraceae	Acidomonas	Acetobacter methanolicus	STI09061(IMET); 1110-002
Proteobacteria	Alphaproteobacteria		Acetobacteraceae	Acidomonas	Acetobacter methanolicus	STI09081(IMET); 1136-035
Proteobacteria	Alphaproteobacteria		Acetobacteraceae	Acidomonas	Acetobacter methanolicus	STI09082(IMET); 1141-033
Proteobacteria	Alphaproteobacteria		Acetobacteraceae	Acidomonas	Acetobacter methanolicus	STI09063(IMET); 1110-006
Proteobacteria	Alphaproteobacteria		Acetobacteraceae	Acidomonas	Acetobacter methanolicus	STI09203or(IMET); 486-3
Proteobacteria	Alphaproteobacteria		Acetobacteraceae	Acidomonas	Acetobacter methanolicus	STI09083(IMET); 1141-035
Proteobacteria	Alphaproteobacteria		Acetobacteraceae	Acidomonas	Acetobacter methanolicus	STI09214(IMET); 485-12
Deinococcus-Thermus	Deinococci		Thermaceae	Thermus	Thermus aquaticus	STI09686(IMET); 55-A
				Brochothrix	Brochothrix thermosphacta  subsp. rosea	STI09534(IMET); RIA763; IMET9534
				Brochothrix	Brochothrix thermosphacta  subsp. rosea	STI09536(IMET); M2-47; IMET9536
				Brochothrix	Brochothrix thermosphacta  subsp. rosea	STI09537(IMET); M2-20; IMET9537
				Brochothrix	Brochothrix thermosphacta  subsp. rosea	STI09538(IMET); M2-39; IMET9538
				Brochothrix	Brochothrix thermosphacta  subsp. rosea	STI09540(IMET); M2-50; IMET9540
				Brochothrix	Brochothrix thermosphacta  subsp. rosea	STI09535(IMET); M-17(M2-17); IMET9535
				Brochothrix	Brochothrix thermosphacta  subsp. rosea	STI09539(IMET); M2-3; IMET9539
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Zymomonas	Zymomonas anaerobia	STI09675(IMET); IFO14523; INA2240; IMET9675
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST027575(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST027621(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST027622(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST027647(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST027652(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST027704(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST023612(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST033529(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST033531(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST000644(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST002086(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST020150(HKI); ST 20150
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST027552(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST020354(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST026657(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus sp.	ST027580(HKI)
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Deinococcus radiopugnans	STI07175(IMET); Hirsch604; IMET7175
Deinococcus-Thermus	Deinococci		Deinococcaceae	Deinococcus	Micrococcus radiodurans	STI07259(IMET)
Firmicutes	Bacilli		Bacillaceae	Marinococcus	Planococcus halophilus	ST033289(HKI)
Firmicutes	Bacilli		Bacillaceae	Salimicrobium	Marinococcus albus	ST033291(HKI)
Firmicutes	Bacilli		Bacillaceae	Marinococcus	Marinococcus sp.	ST022886(HKI)
Firmicutes	Bacilli		Bacillaceae	Marinococcus	Marinococcus sp.	ST023246(HKI)
Firmicutes	Bacilli		Bacillaceae	Marinococcus	Marinococcus sp.	ST028806(HKI)
Firmicutes	Bacilli		Bacillaceae	Marinococcus	Marinococcus sp.	ST023455(HKI)
Firmicutes	Bacilli		Bacillaceae	Marinococcus	Marinococcus sp.	ST023480(HKI)
Firmicutes	Bacilli		Bacillaceae	Marinococcus	Marinococcus sp.	ST023802(HKI)
Firmicutes	Bacilli		Bacillaceae	Marinococcus	Marinococcus sp.	ST026518(HKI)
Firmicutes	Bacilli		Bacillaceae	Marinococcus	Marinococcus sp.	ST001827(HKI)
Firmicutes	Bacilli		Thermoactinomycetaceae	Thermoactinomyces	Thermoactinomyces candidus	ST005100(HKI); IMET40288; China4.246
Firmicutes	Bacilli		Thermoactinomycetaceae	Thermoactinomyces	Thermoactinomyces sp.	ST005156(HKI)
Firmicutes	Bacilli		Thermoactinomycetaceae	Laceyella	Thermoactinomyces sacchari	STH00373(ZIMET); HKI0373
Firmicutes	Bacilli		Bacillaceae	Bacillus	Bacillus sp.	ST022284(HKI); F111; BI 11500; P482; Nü2
Firmicutes	Bacilli		Bacillaceae	Bacillus	Bacillus sp.	ST033183(HKI)
Firmicutes	Bacilli		Bacillaceae	Bacillus	Bacillus sp.	ST022049(HKI); BI 11216; P468
Firmicutes	Bacilli		Bacillaceae	Bacillus	Bacillus megaterium	STH00425(ZIMET); FSU-752; HKI0425; FSU-752 R.
Firmicutes	Bacilli		Bacillaceae	Bacillus	Bacillus megaterium	STH00401(ZIMET); HKI0401; NRRL514
Firmicutes	Bacilli		Bacillaceae	Bacillus	Bacillus weihenstephanensis	STI07840(IMET); IMET7840
Firmicutes	Bacilli		Bacillaceae	Bacillus	Bacillus dextrolacticus	STI09070(IMET); 1032-005
Firmicutes	Bacilli		Bacillaceae	Bacillus	Bacillus dextrolacticus	STI09076(IMET); 1141-003
Firmicutes	Bacilli		Bacillaceae	Bacillus	Bacillus dextrolacticus	STI09080(IMET); 1136-014
Firmicutes	Bacilli		Bacillaceae	Bacillus	Bacillus dextrolacticus	STI09210(IMET); 485-59
Firmicutes	Bacilli		Bacillaceae	Bacillus	Bacillus dextrolacticus	STI09208(IMET); 491-25
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Sphingopyxis	Sphingomonas alaskensis	ST022281(HKI); F104; P479; DoHKI85; BI 11497
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Sphingomonas	Sphingomonas sp.	ST033204(HKI)
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Sphingomonas	Sphingomonas sp.	ST033392(HKI)
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Sphingomonas	Sphingomonas sp.	ST022289(HKI); F116; BI 11505; P487; Nü7
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Sphingomonas	Sphingomonas sp.	SF004733(FSU)
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Sphingomonas	Sphingomonas sp.	SF004735(FSU)
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Sphingomonas	Sphingomonas sp.	SF004741(FSU)
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Sphingomonas	Sphingomonas sp.	SF004742(FSU)
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Sphingomonas	Sphingomonas sp.	SF004743(FSU)
Proteobacteria	Alphaproteobacteria		Rhizobiaceae	Rhizobium	Rhizobium sp.	ST032936(HKI); S019
Proteobacteria	Alphaproteobacteria		Rhizobiaceae	Rhizobium	Rhizobium sp.	ST022282(HKI); F105; Nü36; P480; DoHKI86; Südafrika108; BI 11498
Proteobacteria	Alphaproteobacteria		Rhizobiaceae	Rhizobium	Rhizobium sp.	ST032964(HKI); S048
Proteobacteria	Alphaproteobacteria		Rhizobiaceae	Rhizobium	Rhizobium sp.	SF005649(FSU)
				Rhizobium	Rhizobium rhizogenes  subsp. aerata	STI09503(IMET); 496-604b; IMET9503
Proteobacteria	Alphaproteobacteria		Methylobacteriaceae	Methylobacterium	Methylobacterium sp.	ST033151(HKI)
Proteobacteria	Alphaproteobacteria		Methylobacteriaceae	Methylobacterium	Methylobacterium sp.	ST022283(HKI); F110; BI 11499; P481; Nü1
Proteobacteria	Alphaproteobacteria		Methylobacteriaceae	Methylobacterium	Pseudomonas mesophilica	STI09576(IMET); JCM3323; INA1671; IMET9576
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Arthrobacter siderocapsulatus	ST033293(HKI)
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	ST033307(HKI)
				Pseudomonas	Pseudomonas tolaasi	STI07849(IMET)
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas sp.	ST033148(HKI)
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas sp.	ST032574(HKI); F113a
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas sp.	ST022286(HKI); F113; BI 11502; P484; Nü4
Proteobacteria	Gammaproteobacteria		Lysobacteraceae	Stenotrophomonas	Pseudomonas pictorum	STI05021(IMET); pA01
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas chlororaphis subsp. chlororaphis	STI05032(IMET); a-10687
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas lemonnieri	STI07749(IMET); Tb225
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas lemonnieri	STI10835(IMET); SG1144
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas lemonnieri	STI07466(IMET); IMET7466
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas lemonnieri	STI07468(IMET); IMET7468; NCTC4219
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas lemonnieri	STI07755(IMET); JCM1315; IMET7755
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas lachrymans	
Proteobacteria	Betaproteobacteria		Burkholderiaceae	Burkholderia	Pseudomonas cepacia	STI09278(IMET); IFO14915; IMET9278; LA6; NCIB20000
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas chloritidismutans	STI09279(IMET); IFO14916; IMET9279; LA83; NCIB20021
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas mendocina	STI09280(IMET); IFO14913; IMET9280; LA97; NCIB20027
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas pseudoalcaligenes	STI09281(IMET); IFO14914; IMET9281; LA139; NCIB20041
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas cichorii	
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas fragi	STI09548(IMET); IMET09689; AzIV
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas fragi	STI09555(IMET); T-V
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas boreopolis	STI09652(IMET); 625-12
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas agarici	SF006366(FSU)
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas tolaasii	SF004458(FSU)
Proteobacteria	Gammaproteobacteria		Pseudomonadaceae	Pseudomonas	Pseudomonas tolaasii	SF002099(FSU)
Proteobacteria	Alphaproteobacteria		Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	ST032833(HKI); E008
Proteobacteria	Alphaproteobacteria		Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	ST033150(HKI)
Proteobacteria	Alphaproteobacteria		Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	ST032607(HKI); F114a
Proteobacteria	Alphaproteobacteria		Bradyrhizobiaceae	Bosea	Bosea thiooxidans	ST032875(HKI); G019
Proteobacteria	Alphaproteobacteria		Bradyrhizobiaceae	Bosea	Bosea thiooxidans	ST022288(HKI); F115; BI 11504; P486; Nü6
Proteobacteria	Gammaproteobacteria		Enterobacteriaceae	Cedecea	Cedecea davisae	ST027313(HKI); F147; Nü38
Proteobacteria	Gammaproteobacteria		Enterobacteriaceae	Cedecea	Cedecea neteri	ST032612(HKI); F148a
Proteobacteria	Gammaproteobacteria		Enterobacteriaceae	Cedecea	Cedecea neteri	ST027314(HKI); F148; Nü39
Proteobacteria	Gammaproteobacteria		Erwiniaceae	Enterobacter	Erwinia herbicola	ST027315(HKI); F149; Nü40
Proteobacteria	Gammaproteobacteria		Erwiniaceae	Enterobacter	Erwinia herbicola	ST033403(HKI)
Proteobacteria	Gammaproteobacteria		Enterobacteriaceae	Enterobacter	Enterobacter cloacae subsp. cloacae	STI08309(IMET); INA188; IMET8309
Firmicutes	Bacilli		Staphylococcaceae	Staphylococcus	Staphylococcus aureus subsp. aureus	ST033299(HKI)
Firmicutes	Bacilli		Staphylococcaceae	Staphylococcus	Staphylococcus pasteuri	ST027316(HKI); F150; Nü41
Firmicutes	Bacilli		Staphylococcaceae	Staphylococcus	Staphylococcus pasteuri	ST033285(HKI)
Firmicutes	Bacilli		Staphylococcaceae	Staphylococcus	Staphylococcus sp.	ST027332(HKI); F163
Firmicutes	Bacilli		Staphylococcaceae	Staphylococcus	Staphylococcus sp.	ST033419(HKI)
Proteobacteria	Betaproteobacteria		Chromobacteriaceae	Chromobacterium	Chromobacterium sp.	ST027317(HKI); F151a; Nü42
Proteobacteria	Betaproteobacteria		Chromobacteriaceae	Chromobacterium	Chromobacterium sp.	ST027318(HKI); F151b
Proteobacteria	Betaproteobacteria		Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum	SF002652(FSU)
Proteobacteria	Alphaproteobacteria		Rhizobiaceae	Sinorhizobium	Sinorhizobium sp.	ST033171(HKI)
Proteobacteria	Alphaproteobacteria		Rhodobacteraceae	Paracoccus	Paracoccus yeeii	ST027320(HKI); F153; Nü44
Proteobacteria	Alphaproteobacteria		Rhodobacteraceae	Paracoccus	Paracoccus yeeii	ST033152(HKI)
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Sphingopyxis	Sphingopyxis witflariensis	ST027321(HKI); F154a; Nü45
Proteobacteria	Alphaproteobacteria		Sphingomonadaceae	Sphingopyxis	Sphingopyxis witflariensis	ST027322(HKI); F154b
Proteobacteria	Betaproteobacteria		Oxalobacteraceae	Janthinobacterium	Janthinobacterium agaricidamnosum	STI07464(IMET); N444; IMET7464
Proteobacteria	Betaproteobacteria		Oxalobacteraceae	Janthinobacterium	Janthinobacterium agaricidamnosum	STI07465(IMET); IMET7465; N446
Proteobacteria	Betaproteobacteria		Oxalobacteraceae	Janthinobacterium	Janthinobacterium agaricidamnosum	STI07036(IMET)
Proteobacteria	Betaproteobacteria		Oxalobacteraceae	Janthinobacterium	Janthinobacterium agaricidamnosum	STI07037(IMET)
Proteobacteria	Betaproteobacteria		Oxalobacteraceae	Janthinobacterium	Janthinobacterium agaricidamnosum	STI07035(IMET)
Proteobacteria	Betaproteobacteria		Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp.	ST027323(HKI); F155; Nü46
Proteobacteria	Betaproteobacteria		Oxalobacteraceae	Janthinobacterium	Chromobacterium lividum	SF000645(FSU)
Proteobacteria	Betaproteobacteria		Neisseriaceae	Kingella	Kingella kingae	ST032442(HKI)
Proteobacteria	Betaproteobacteria		Neisseriaceae	Kingella	Kingella kingae	ST027324(HKI); F156; Nü47
Proteobacteria	Gammaproteobacteria		Lysobacteraceae	Stenotrophomonas	Pseudomonas maltophilia	ST027325(HKI); F157; Nü48
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	ST033182(HKI)
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	ST027326(HKI); F158; Nü49
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	STI05065(IMET); Tb2
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp.	SF002766(FSU)
Proteobacteria	Betaproteobacteria		Burkholderiaceae	Robbsia	Burkholderia andropogonis	ST033341(HKI)
Proteobacteria	Betaproteobacteria		Burkholderiaceae	Robbsia	Burkholderia andropogonis	SF006120(FSU)
Proteobacteria	Betaproteobacteria		Burkholderiaceae	Robbsia	Burkholderia andropogonis	SF006047(FSU)
Proteobacteria	Betaproteobacteria		Burkholderiaceae	Robbsia	Burkholderia andropogonis	SF001573(FSU)
